contents,sentiment,sentiment_label
"['kirain', 'ganti', 'nama', 'aja', 'kayak', 'maaf', 'bintang', 'edit', 'udah', 'mending', 'seringkali', 'pilih', 'seat', 'suka', 'abis', 'udah', 'direfresh', 'pas', 'milih', 'seat', 'habis', 'terima', 'kasih', 'benah', 'moga', 'depan', 'edit', 'maaf', 'banget', 'bintang', 'setah', 'update', 'trouble']",-0.2,negative
"['aplikasi', 'sih', 'mental', 'lihat', 'kode', 'verifikasi', 'klo', 'sen', 'member', 'basic', 'gilir', 'verifikasi', 'lihat', 'kode', 'mental', 'halaman', 'utama', 'aneh', 'banget']",-0.06666666666666667,negative
"['update', 'bayar', 'pake', 'qriskai', 'pay', 'something', 'error', 'brp', 'mandays', 'benerinnya', 'superapss', 'kelas', 'cari', 'vendor', 'ahli', 'bidang', 'error', 'bad', 'superapps']",-0.6999999999999998,negative
"['gatau', 'gimana', 'bad', 'banget', 'apk', 'bagus', 'bandara', 'pdhl', 'blm', 'login', 'login', 'email', 'orang', 'tau', 'pdhl', 'pake', 'email']",-0.6999999999999998,negative
"['beli', 'tiket', 'akun', 'log', 'out', 'login', 'tulis', 'failed', 'data', 'akunnomor', 'ponsel', 'tulis', 'tolong', 'benah', 'pergi', 'jam', 'login', 'aplikasi']",-0.5,negative
"['gak', 'deh', 'pake', 'aplikasi', 'sumpah', 'slow', 'respon', 'parahhh', 'uang', 'tahan', 'kai', 'gak', 'jelas', 'udah', 'nelpon', 'kali', 'suruh', 'nunggu', 'balesan', 'lapor', 'via', 'email', 'nya', 'bilang', 'padat', 'email', 'masuk', 'haduhhh']",-0.30000000000000004,negative
"['gabisa', 'klik', 'bayar', 'ovo', 'lokal', 'aplikasi', 'indo', 'minus', 'kek', 'gin', 'bug', 'fix', 'kai', 'tau', 'stiap', 'jalan', 'orang', 'unsur', 'urgensi']",-0.1,negative
"['down', 'jam', 'sibuk', 'saldo', 'udah', 'potong', 'kali', 'dapet', 'kursi', 'kontak', 'aja', 'ribet', 'opsi', 'batal', 'aja', 'boong', 'kecewa', 'bayangin', 'kalo', 'kai', 'swasta', 'udah', '100', 'kalah', 'saing']",-0.15555555555555559,negative
"['gmna', 'login', 'failed', 'mulu', 'aneh', 'banget', 'klo', 'login', 'lagitolong', 'baik']",-0.5,negative
"['kecewa', 'aplikasi', 'permai', 'pas', 'masuk', 'tunggu', 'antri', 'menit', 'ubah', 'angka', 'ubah', 'pilih', 'kursi', 'timeout', 'gue', 'langgan', 'pakai', 'kai', 'udah', 'premium', 'loh', 'kecewa', 'gue', 'aplikasi', 'bad']",-0.6999999999999998,negative
"['payah', 'udh', 'ulang', 'kali', 'coba', 'login', 'failed', 'request', 'data', 'uninstall', 'reinstall', 'aja']",-0.5,negative
"['update', 'complicated', 'kecewa', 'sayang', 'indo', 'jasa', 'transportasi', 'kereta', 'api', 'milik', 'perintah', 'ngga', 'pilih']",-0.5,negative
"['habis', 'update', 'trouble', 'koneksi', 'pas', 'proses', 'mesan', 'jadwal', 'temu', 'trosss']",-0.2,negative
"['minimal', 'qrisnya', 'ditampilin', 'udah', 'download', 'muncul', 'cek', 'aplikasi', 'busa', 'download', 'alhasil', 'ticket', 'gabisa', 'bayar']",-0.1,negative
"['diupgrade', 'beli', 'krl', 'bikin', 'pilih', 'tiket', 'beli', 'spy', 'klo', 'ibu2', 'bawa', 'anak', 'ribet', 'anak', 'pas', 'beli', 'bandara', 'beli', 'tiket', 'anak', 'krn', 'pilih', 'jml', 'pas', 'krl', 'ngk', 'beli', 'krn', 'hpnya', 'sebenernya', 'pny', 'emoney', 'dompet', 'isi', 'hilang', 'pas', 'masuk', 'cegat', 'surih', 'ukur', 'anak', 'beli', 'posisi', 'tugas', 'toilet', 'udh', 'jam', 'malam', 'jalan', 'jam', 'pagi', 'klo', 'jam', 'mepet', 'ribet']",-0.03333333333333333,negative
"['bad', 'bayar', 'saldo', 'kurang', 'tiket', 'kereta', 'muncul', 'kecewa', 'bela', 'war', 'malem', '1kali', 'loh', 'yaa', 'berkalikali', 'hmmm']",-0.6999999999999998,negative
"['minimal', 'prepare', 'mudik', 'biar', 'ganggu', 'kesi', 'sen', 'tiket', 'kereta', 'akses', 'error', 'upgrade', 'dlu']",-0.1,negative
"['aplikasi', 'sampah', 'internet', 'lancar', 'jaya', 'koneksi', 'kelas', 'bumn', 'budgetnya', 'wow', 'nya', 'kalah', 'anak', 'auto', 'uninstall', 'sorry']",-0.2,negative
"['aplikasi', 'bagus', 'tiket', 'war', 'kecewa', 'sistem', 'down', 'saldo', 'kai', 'hilang', 'juta', 'transaksi', 'tiket', 'muncul', 'kaspro', 'bantu', 'rumit', 'sistem', 'susah', 'pin', 'masuk', 'bnar', 'langsung', 'blokir', 'mohon', 'baik', 'yaa']",-0.15555555555555559,negative
"['aplikasi', 'lot', 'login', 'failed', 'data', 'request', 'log', 'out', 'terburu2', 'masuk', 'peron', 'aplikasi', 'login', 'baik', 'depan']",-0.5,negative
"['aplikasi', 'error', 'akun', 'taut', 'simpan', 'penuh', 'email', 'drivenya', 'penuh', 'akun', 'paksa', 'uninstal', 'instal', 'login', 'masukin', 'email', 'registrasi', 'failed', 'request', 'data', 'timeout']",-0.5,negative
"['malam', 'kai', 'access', 'login', 'sinyal', 'wifi', 'oke', 'stabil', 'tetep', 'pasu', 'akun', 'login', 'failed', 'request', 'data', 'mohon', 'tindak', 'lanjut', 'depan', 'bug', 'ganggu']",-0.5,negative
"['daftar', 'member', 'besic', 'ajaa', 'susah', 'keya', 'nyari', 'kerja', 'minimal', 'bikin', 'salah', 'nya', 'biar', 'tau', 'gmn', 'sih', 'update', 'susah', 'aja']",-0.1,negative
"['log', 'request', 'failed', 'daftar', 'jga', 'aja', 'gimana', 'sih', 'aneh', 'banget']",-0.5,negative
"['booking', 'failed', 'seat', 'menu', 'available', 'tolong', 'pulang', 'min', 'tiket', 'nya']",-0.04999999999999999,negative
"['error', 'masuk', 'tolong', 'banget', 'aplikasi', 'nya', 'gin', 'mulu', 'sih', 'bolakbalik', 'cek', 'aplikasi', 'pastiin', 'udh', 'bikin', 'bad', 'mood', 'aja', 'cepat', 'baik']",-0.6999999999999998,negative
"['beli', 'tiket', 'online', 'cuman', 'ambil', 'uang', 'tumpang', 'telat', 'tumpang', 'telat', 'menit', 'beli', 'tiket', 'dobel', 'biaya', 'biaya', 'tiket', 'nya', 'kereta', 'telat', '1jam', 'tugas', 'rck', 'slow', 'respont', 'kecewa']",-0.30000000000000004,negative
"['beli', 'online', 'app', 'milik', 'kai', 'biar', 'nyaman', 'cepet', 'aja', 'kayak', 'offline', 'antri', 'time', 'out', 'sabar', 'nunggu', 'refresh', 'sampe', 'menit', 'ujung2nya', 'beli', 'apps', 'sedia', 'tiket', 'saking', 'jengkel', 'antri', 'apps', 'pake', 'antri', 'langsung', 'beres', 'duh', 'serius', 'banget', 'app', 'cuman', 'bikin', 'buang', 'aja', 'sebel', 'nungguin', 'sampe']",-0.3,negative
"['min', 'beli', 'token', 'via', 'kai', 'access', 'hasil', 'suruh', 'nunggu', 'token', 'cek', 'kala', 'tunggu', 'muncul2', 'halaman', 'riwayat', 'buka', 'error', 'muncul', 'request', 'processing', 'failed', 'cek', 'token', 'nya', 'min']",-0.5,negative
"['akun', 'pas', 'cek', 'update', 'masuk', 'akun', 'via', 'email', 'tulis', 'tulis', 'format', 'email', 'telefon', 'sesuai', 'masuk', 'via', 'telefon', 'failed', 'request', 'data', 'udah', 'beli', 'tiket', 'jam', 'habis', 'update', 'aneh', 'wkwk']",-0.5,negative
"['kecewa', 'banget', 'dah', 'pas', 'buka', 'aplikasi', 'kai', 'login', 'kemarin', 'kemarin', 'login', 'pas', 'login', 'gabisa', 'login', 'pesan', 'merah', 'atas', 'failed', 'riqust', 'data', 'dah', 'bikin', 'aplikasi', 'ribet', 'enak', 'aplikasi', 'dlu', 'tolong', 'dibenerin', 'aplikasi', 'tranportasi', 'kereta', 'mudik']",-0.5,negative
"['aplikasi', 'trouble', 'bikin', 'emosi', 'ngecek', 'jadwal', 'kereta', 'muncul', 'payah', 'keretaapiindonesia']",-0.2,negative
"['gimana', 'sih', 'kai', 'access', 'nya', 'kalo', 'pake', 'akun', 'pas', 'masukin', 'pake', 'akun', 'failed', 'koneksi', 'data', 'kayu', 'gitu', 'banget', 'rugi', 'masyarakat', 'nya', 'timbang', 'bikin', 'sulit', 'orang']",-0.5,negative
"['sorry', 'say', 'update', 'pake', 'sistem', 'antri', 'aplikasi', 'useless', 'dev', 'ngantri', 'jam', 'nihill', 'ngerjain', 'user', 'kek', 'gin', 'nih', 'daftar', 'tumpang', 'ilang', 'halaman', 'antri', 'update', 'udh', 'update', 'app', 'nya', 'login', 'password', 'jdi', 'salah', 'ubah', 'salah', 'gajelas', 'app', 'sumpah', 'bayangin', 'lgi', 'urgent', 'sen', 'tiket', 'tpi', 'gabisa', 'gegara', 'error', 'login', 'trus', 'ribet', 'krn', 'password', 'tb', 'salah', 'haha']",-0.26666666666666666,negative
"['aplikasi', 'eror', 'bangettttt', 'gausah', 'bikin', 'aplikasi', 'kalo', 'ngatur', 'sistem', 'niat', 'bangun', 'jam', 'beli', 'tiket', 'jadwal', 'kosong', 'rute', 'jarak', 'pendek', 'kalo', 'cari', 'untung', 'gin', 'banget', 'naikin', 'aja', 'harga', 'tiket', 'lokal', 'kalo', 'ngga', 'gitu', 'balikin', 'aja', 'sistem', 'beli', 'loket', 'langsung', 'minimal', 'keluh', 'tuh', 'lihat', 'guna', 'admin', 'kalo', 'kroscheck', 'keluh', 'baik', 'sumpah', 'iki', 'bengibengi', 'ngetik', 'iki', 'mbe', 'emosi', 'pas', 'poso']",-0.1,negative
"['udah', 'update', 'log', 'tulis', 'failed', 'send', 'dataudah', 'coba', 'hapus', 'datauninstallmatiin', 'hasil', 'nya', 'tetep', 'itusaya', 'sampe', 'lambat', 'kerja', 'jam', 'sampe', 'beli', 'tiket', 'agensaran', 'kritik', 'kalo', 'aplikasi', 'nya', 'pakejangan', 'beli', 'tiket', 'only', 'via', 'onlineharus', 'offline', 'nyaribet', 'bgt', 'layan', 'masyarakat', 'indokebanyakan', 'korupsi', 'hasil', 'aplikasi', 'bug', 'error']",-0.25,negative
"['ksih', 'bintang', 'krn', 'jelek', 'banget', 'aplikasi', 'habis', 'update', 'ngga', 'pesan', 'tiket', 'terang', 'nya', 'kadaluwarsa', 'mesan', 'habis', 'maksud', 'dah', 'ulang', 'kali', 'coba', 'gagal', 'tolong', 'baik', 'andai', 'bintang', 'minus', 'ksih', 'minus', '1000']",-0.1,negative
"['contactcenternya', 'slow', 'respon', 'nunggu', 'minggu', 'nggk', 'direspon', 'chat', 'email', 'merespon']",-0.30000000000000004,negative
"['peen', 'tiket', 'aplikasi', 'sorry', 'bintang', 'nge', 'bug', 'nnti', 'ganti', 'bintang', 'kalp', 'udah', 'gampang', 'akses', 'aplikasi', 'nha']",-0.5,negative
"['ayo', 'kai', 'baik', 'server', 'nya', 'update', 'servernya', 'langsung', 'down', 'sih', 'libur']",-0.15555555555555559,negative
"['sen', 'tiket', 'jam', 'ndk', 'muncul', 'muncul', 'tiket', 'habis', 'bad']",-0.6999999999999998,negative
"['abis', 'diupdate', 'gabisa', 'dipake', 'aplikasi', 'gajelas', 'failed', 'mulu', 'ajg', 'astagfirullah']",-0.5,negative
"['duh', 'kai', 'mesti', 'lot', 'parah', 'update', 'performa', 'ngeleg', 'tolong', 'baik', 'sistem', 'mending', 'gausah', 'baru', 'server', 'aman', 'baru', 'server', 'ganggu', 'mulu', 'menit', 'normal', 'ganggu', 'hdeh']",-0.075,negative
"['banget', 'masalahtidak', 'buka', 'lahpasword', 'salah', 'lahlogin', 'failed', 'aplikasi', 'plat', 'merah', 'bugnya', 'kalah', 'aplikasi', 'swasta']",-0.5,negative
"['aplikasi', 'bumn', 'sistem', 'adu', 'aplikasi', 'menu', 'adu', 'trus', 'kasih', 'sla', 'selesai', 'situ', 'profesionalisme', 'layan', 'customer', 'service', 'pilih', 'bantu', 'beda', 'bos', 'aplikasi', 'integrasi', 'call', 'center', 'kai', 'kait', 'adu', 'harga', 'show', 'mahal', 'blm', 'dah', 'lipat', 'layan', 'msh', 'gini2', 'aja', 'tolong', 'tingkat', 'saran', 'aja', 'menu', 'adu', 'contoh', 'bumn', 'sperti', 'aplikasi', 'pln']",-0.1,negative
"['update', 'pas', 'update', 'log', 'failed', 'request', 'data', 'uninstal', 'app', 'nya', 'instal', 'failed', 'request', 'data', 'sya', 'coba', 'failed', 'request', 'data', 'mohon', 'baik']",-0.5,negative
"['bayar', 'kai', 'pay', 'muncul', 'tulis', 'bayar', 'proses', 'trs', 'nunggu', 'menit', 'muncul', 'tulis', 'selesai', 'bayar', 'bayar', 'saldo', 'kurang', 'tetep', 'suruh', 'selesai', 'bayar', 'bad', 'banget', 'fitur', 'kai']",-0.6999999999999998,negative
"['aplikasi', 'mes', 'tiket', 'show', 'upgragde', 'member', 'premiunmengirim', 'konfirmasi', 'smstdk', 'model', 'alhasil', 'tdk', 'mes', 'tiket', 'kereta', 'show', 'tlg', 'kelas', 'kaimembuat', 'aplikasi', 'spt', 'harap', 'unbelievable']",-0.25,negative
"['mksd', 'hati', 'mudah', 'nyatany', 'sulit', 'tiba2', 'isi', 'saldo', 'potong', 'gede', 'bgt', 'call', 'center', 'jelaspenjelasan', 'urai', 'menjawb', 'pesan', 'the', 'spot', 'ajaklo', 'nyata', 'blm', 'rugi']",-0.1,negative
"['parahsudah', 'tarif', 'reduksi', 'maret', '2024', 'lenyap', 'ticket', 'war', 'kalah', 'klo', 'sdh', 'kayak', 'gin', 'fitur2', 'lengkap', 'gak', 'fitur', 'pokok', 'jual', 'tiket', 'aja', 'biar', 'loading', 'masuk', 'aplikasilbh', 'cepat', 'gak', 'kayak', 'keong', 'ulang', 'jelang', 'puasa', 'lebaran', 'sdh', 'kasih', 'rating', 'ulas', 'base', 'the', 'fact']",-0.8,negative
"['sowak', 'lot', 'login', 'failed', 'gajelas', 'lihat', 'jadwal', 'lokal', 'bilang', 'sistem', 'erorjaringan', 'stabil', 'nyoba', 'kota', 'tuju', 'pake', 'masuk', 'nomer', 'antri']",-0.5,negative
"['waiting', 'room', 'nya', 'udah', 'nunggu', 'antri', 'masuk', 'booking', 'room', 'gabisa', 'transaksi', 'ujung', 'nya', 'bagi', 'kursi', 'akan', 'orang', 'aja', 'waiting', 'room', 'server', 'down', 'menit', 'tunggu', 'sia', 'sia', 'mudik', 'gabisa', 'rumah']",-0.15555555555555559,negative
"['kali', 'topup', 'failed', 'proses', 'trouble', 'sdh', 'topupdan', 'cepat', 'pesan', 'tiket', 'hantar', 'istri', 'periksa', 'applikasi', 'kaliansungguh', 'susah', 'kecewa']",-0.35,negative
"['aplikasi', 'update', 'parah', 'sih', 'gak', 'masuk', 'akun', 'diupdate', 'hilang', 'akun', 'ganti', 'duh', 'point', 'dah', 'gitu', 'parah', 'banget']",-0.3,negative
"['kai', 'salah', 'bumn', 'mlik', 'negara', 'tolong', 'tingkat', 'kualitas', 'server', 'layan', 'kecewa', 'mes', 'tiket', 'server', 'down', 'krna', 'akses', 'gimana', 'sdh', 'baik', 'era', 'digital', 'maju', 'kecewa', 'kelas', 'bumn', 'suka', 'down']",-0.10370370370370373,negative
"['min', 'akun', 'tbtb', 'log', 'out', 'coba', 'login', 'email', 'coba', 'gabisa', 'nomor', 'coba', 'gabisa', 'tulis', 'request', 'data', 'failed']",-0.5,negative
"['kecewa', 'war', 'tiket', 'mudik', 'trouble', 'tulis', 'transaksi', 'coba', 'jam', 'jam', 'habis', 'tiket', 'maksud', 'gimana', 'min']",-0.2,negative
"['update', 'untung', 'kali', 'update', 'seringkali', 'error', 'admin', 'slow', 'respon']",-0.30000000000000004,negative
"['berkalikali', 'install', 'aja', 'login', 'muncul', 'notifikasi', 'failed', 'request', 'data', 'data', 'email', 'sdh']",-0.5,negative
"['kai', 'acces', 'trouble', 'kahsaya', 'pesan', 'tiket', 'udah', 'bayar', 'tulis', 'lunas', 'saldo', 'kaspronya', 'berkurangsaya', 'tunggu', 'tiket', 'hilang', 'saldo', 'kembaliada', 'solusi', 'kah']",-0.2,negative
"['seengganya', 'kalo', 'eror', 'mulu', 'kaya', 'gin', 'minimal', 'tiket', 'offline', 'cuman', 'lansia', 'aja', 'stasiun', 'skrng', 'udah', 'gabisa', 'beli', 'tiket', 'offline', 'cuman', 'lainsia', 'aja', 'muda', 'muda', 'stress', 'susah', 'berangkat', 'karna', 'kai', 'eror', 'mulu']",-0.1,negative
"['gajelas', 'maaf', 'upgrade', 'bagus', 'kalo', 'gin', 'nama', 'upgrade', 'downgrade', 'suruh', 'masukin', 'email', 'udh', 'masukin', 'ulang', 'check', 'kali', 'kali', 'failed', 'eror', 'masuk', 'login', 'pesan', 'masukin', 'email', 'aplikasi', 'kalo', 'input', 'dataemail', 'failederror', 'haduuu', 'kembali', 'aplikasi', 'kai', 'versi', 'baru', 'menang', 'visual', 'akses', 'payah', 'versi']",-0.25,negative
"['sampah', 'bngt', 'login', 'basic', 'account', 'ngebug', 'kalo', 'bikin', 'aplikasi', 'minimal', 'ahli']",-0.05,negative
"['maaf', 'transaksi', 'dana', 'dana', 'setor', 'tiket', 'salah', 'mohon', 'balik', 'uang', 'nya', 'slow', 'respond']",-0.30000000000000004,negative
"['tiket', 'sedia', 'seat', 'not', 'available', 'trus', 'gimana', 'gin']",-0.2,negative
"['lenih', 'suka', 'kai', 'accses', 'masuk', 'email', 'nomor', 'telpon', 'gak', 'notif', 'failed', 'request', 'data', 'hapus', 'aja', 'program', 'update']",-0.5,negative
"['susah', 'bgt', 'sen', 'kereta', 'lokal', 'palang', 'merah', 'logout', 'pas', 'login', 'failed', 'request', 'data']",-0.5,negative
"['guna', 'kai', 'access', 'udh', 'bgt', 'abis', 'update', 'app', 'gabisa', 'login', 'failed', 'request', 'data', 'tolong', 'solusi', 'min']",-0.5,negative
"['bad', 'cancel', 'ticket', 'ybs', 'cancel', 'akun', 'bayarudah', 'trusted']",-0.6999999999999998,negative
"['sen', 'down', 'mulu', 'bagus', 'model', 'ngga', 'kendala']",-0.15555555555555559,negative
"['diupdate', 'ngebug', 'history', 'transaksi', 'gak', 'gak', 'milih', 'kursi', 'servernya', 'down', 'developer', 'tolong', 'dibenerin', 'bagus', 'kalo', 'fungsionalitas', 'turun', 'engga', 'user', 'thank', 'you']",-0.15555555555555559,negative
"['aplikasi', 'guna', 'susah', 'semenjak', 'aplikasi', 'tiket', 'aplikasi', 'update', 'beli', 'tiket', 'lokal', 'sen', 'rela', 'begadang', 'jam', 'server', 'down', 'jadwal', 'muncul', 'muncul', 'tiket', 'jual', 'habis', 'kasih', 'nilai', 'minus', 'kasih', 'nilai', 'minus', 'baik', 'sistem']",-0.11851851851851854,negative
"['kesel', 'banget', 'orang', 'nyari', 'tiket', 'lebaran', 'down', 'server', 'pas', 'buka', 'abis', 'webnya', 'login', 'pake', 'akun', 'masukin', 'stasiun', 'jelekk', 'kesini', 'kai']",-0.15555555555555559,negative
"['aku', 'minpas', 'login', 'request', 'failed', 'data', 'teruspdahal', 'malem', 'jadwal', 'berangkat', 'gimana', 'ini']",-0.5,negative
"['tolong', 'realtime', 'sesuai', 'guna', 'orang', 'akses', 'aplikasi', 'hang', 'sya', 'sadar', 'aplikasi', 'dukung', 'hardware', 'mumpuni', 'ram', 'minimal', '4gb', 'dng', 'spek', 'ram', '3gb', 'akses', 'nya', 'lambat', 'stuck', 'hang', 'pdahal', 'minim', 'aplikasi', 'jalan', 'latar', 'blkg', 'tolong', 'perhati', 'update2', 'orang', 'indonesia', 'melek', 'teknologi', 'sanggup', 'milik', 'gadget', 'atas', 'rata2', 'orang', 'spek', 'minim', 'ram', '4gb']",-0.1,negative
"['suka', 'aplikasi', 'versi', 'otomatis', 'filter', 'tiket', 'sedia', 'tdk', 'sedia', 'hbis', 'mohon', 'maaf', 'versi', 'baru', 'efisien', 'butuh', 'bingung', 'tiket', 'tampil', 'acak', 'tdk', 'filter', 'tiket', 'sedia', 'habis', 'moga', 'baharu', 'update', 'aplikasi', 'spya', 'simple', 'efisien', 'minimal', 'versi', 'sdh', 'bantu', 'terimakasih']",-0.05,negative
"['susah', 'banget', 'mudah', 'login', 'aja', 'ngga', 'failed', 'request', 'data', 'cari', 'kereta', 'lokal', 'muncul', 'turus', 'stasiunkota', 'coba', 'pakai', 'data', 'wifi', 'gemes']",-0.5,negative
"['load', 'aplikasi', 'crash', 'frezee', 'tolong', 'baik', 'versi', 'baru', 'saran', 'mending', 'kembali', 'versi', 'beda', 'developer', 'mending', 'evaluasi', 'main', 'fungsi', 'banyak', 'fitur', 'main', 'fungsi', 'guna', 'maksimal', 'just', 'not', 'good', 'things', 'can', 'you', 'get', 'sorry', 'and', 'thank', 'you']",-0.12916666666666665,negative
"['maaf', 'yth', 'kai', 'mengupdate', 'apk', 'kai', 'access', 'versi', 'baru', 'rasa', 'susah', 'apknya', 'login', 'susah', 'failed', 'request', 'data', 'mulu', 'cari', 'stasiun', 'tuju', 'kota', 'muncul', 'tiga', 'close', 'apk', 'akun', 'harus', 'login', 'problem', 'solving', 'admin', 'arah', 'sinyal', 'card', 'stabil', 'dsb', 'efektif', 'versi']",-0.5,negative
"['aplikasi', 'error', 'something', 'wrong', 'luluk', 'masak', 'sih', 'bumn', 'kek', 'gin', 'aplikasi', 'down', 'kasih', 'alternatif', 'hobby', 'banget', 'ganggu', 'inti', 'kecewa', 'harap', 'saing', 'negeri', 'kalo', 'apk', 'something', 'wrong', 'malumalu']",-0.38518518518518513,negative
"['aplikasi', 'bikin', 'emosi', 'iya', 'stasiun', 'daop', 'sby', 'suka', 'banget', 'ilang', 'aplikasi', 'gabisa', 'cek', 'sedia', 'kursi', 'kai', 'lokal', 'aplikasi', 'down', 'puluh', 'kali', 'nyoba', 'sen', 'tiket', 'jam', 'wib', 'sampe', 'shubuh', 'tiket', 'hasil', 'metode', 'bayar', 'error', 'terimakasih', 'kai', 'acces', 'minggu', 'pagi', 'emosi', 'kalo', 'baik', 'bintang', 'nambah']",-0.15555555555555559,negative
"['updatenya', 'buruk', 'down', 'logout', 'apps', 'berat', 'loading', 'nya', 'edit', 'data', 'tumpang', 'hapus', 'sedia', 'karakter', 'maksimal', 'kolom', 'nama', 'kurang', 'versi', 'paksa', 'nama', 'singkat']",-0.15555555555555559,negative
"['upgrade', 'versi', 'baru', 'kai', 'access', 'buruk', 'banding', 'versi', 'skrg', 'beli', 'tiket', 'via', 'app', 'hrs', 'upgrade', 'member', 'basic', 'minimal', 'daftar', 'member', 'basic', 'via', 'app', 'tdk', 'krn', 'muncul', 'error', 'klik', 'verifikasi', 'via', 'sms', 'tolong', 'baik', 'appnya', 'versi', 'baru', 'buruk', 'banding', 'versi', 'mending', 'versi', 'fungsional', 'mudah', 'guna', 'tolong', 'perhati', 'kai', 'baik', 'cepat']",-0.03333333333333333,negative
"['versi', 'bad', 'banding', 'versi', 'keluh', 'mesan', 'tiket', 'cepat', 'aman2', 'time', 'out', 'salah', 'ambil', 'data', 'tolong', 'baik', 'sistem']",-0.6999999999999998,negative
"['tiket', 'udah', 'beli', 'buka', 'bravo', 'aplikasi', 'update', 'donk', 'canggih', 'aplikasi', 'nih', 'klo', 'uninstall', 'trus', 'install', 'ulang', 'langsung', 'oke', 'lha', 'diuninstall', 'sampe', 'berkali2', 'ubah', 'kecewa', 'bad']",-0.6999999999999998,negative
"['aplikasi', 'perintah', 'nih', 'server2', 'down', 'pas', 'pesan', 'eror', 'apa', 'tambah', 'kuota', 'jam', 'berangkat', 'karna', 'pas', 'pesan', 'apk', 'ngedown', 'trus', 'pas', 'beli', 'manual', 'sedia', 'bangke', 'emang']",-0.15555555555555559,negative
"['rekomendasi', 'diunduhpas', 'awal', 'aktivasi', 'bnyak', 'minus', 'nya', 'bayar', 'alih', 'alih', 'mudah', 'costumer', 'bikin', 'geram', 'udh', 'isi', 'saldo', 'tibatiba', 'hilang', 'trus', 'kaipaylater', 'temen', 'pas', 'nge', 'klik', 'paylater', 'saldo', 'ikut', 'hilang', 'tolong', 'sistem', 'minimal', 'paksa', 'jatohnya', 'kena', 'imbas', 'karna', 'saldo', 'hilang']",-0.1,negative
